nct_id,title,status,phase,start_date,completion_date,enrollment,sponsor_name,sponsor_type,outcome,primary_drug,all_drugs,intervention_type,disease,collection_date
NCT07411755,A Phase 1 Clinical Study Comparing GS101 and Dupixent® After Subcutaneous Injection,RECRUITING,Phase 1,2026-03-05,2026-09,294,"Jiangsu Genscend Biopharmaceutical Co., Ltd",INDUSTRY,Ongoing,GS101 injection,GS101 injection; U.S. commercial Dupixent®; CN commercial Dupixent®,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06241118,A Study to Evaluate the Efficacy and Safety of Subcutaneous Amlitelimab on Background Topical Corticosteroids Therapy in Participants Aged 12 Years and Older With Moderate-to-severe AD Who Have Had an Inadequate Response to Prior Biologic Therapy or an Oral JAK Inhibitor,RECRUITING,Phase 3,2024-02-29,2028-09-29,636,Sanofi,INDUSTRY,Ongoing,Amlitelimab,Amlitelimab; Placebo; Topical corticosteroids,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05868824,Dynamic Blood Inflammatory Profile in Atopic Dermatitis Patients (ADAMUNE),ACTIVE_NOT_RECRUITING,NA,2023-06-01,2027-03-01,11,Centre Hospitalier Universitaire de Nice,OTHER,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04839380,The Purpose of the Study is to Evaluate the Effect of Ruxolitinib Cream on Itch in Participants With Atopic Dermatitis,COMPLETED,Phase 2,2021-10-12,2022-11-18,49,Incyte Corporation,INDUSTRY,Success,ruxolitinib cream,ruxolitinib cream,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03492398,A Phase I Study of HY209 Gel in Healthy Male Volunteers for Atopic Dermatitis,COMPLETED,Phase 1,2018-01-29,2019-05-28,56,Shaperon,INDUSTRY,Success,HY209,HY209,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03376243,EARLYEMOLLIENT - Feasibility of Early Emollient Use in Children With Atopic Eczema,COMPLETED,NA,2017-02-01,2021-06-01,50,University Hospital Schleswig-Holstein,OTHER,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03992417,Observational Study of Patients Receiving Dupixent® for Atopic Dermatitis (AD),ACTIVE_NOT_RECRUITING,,2019-06-11,2027-03-31,955,Sanofi,INDUSTRY,Success,Dupilumab SAR231893 (REGN668),Dupilumab SAR231893 (REGN668),DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05155085,A Study to Assess Subcutaneous Lirentelimab (AK002) in Atopic Dermatitis,TERMINATED,Phase 2,2022-06-27,2024-04-17,131,Allakos Inc.,INDUSTRY,Failure,AK002,AK002,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05014438,A Study of BMS-986166 or Branebrutinib for the Treatment of Participants With Atopic Dermatitis,COMPLETED,Phase 2,2021-08-17,2022-08-22,17,Bristol-Myers Squibb,INDUSTRY,Success,BMS-986166,BMS-986166; Branebrutinib,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07377838,Study of ADSTEM Injection for Patients With Moderate to Severe Subacute and Chronic Atopic Dermatitis,NOT_YET_RECRUITING,Phase 3,2026-06,2029-12,286,"EHL Bio Co., Ltd.",INDUSTRY,Ongoing,Placebo,Placebo,BIOLOGICAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04544943,"Safety, Tolerability, Pharmacokinetics and Efficacy of Twice Daily Application of Topical BioLexa in Adult Healthy Subjects and Patients With Mild to Moderate Atopic Dermatitis",COMPLETED,Phase 1,2021-05-17,2022-09-21,31,"Hoth Therapeutics, Inc.",OTHER,Success,BioLexa- Cohort 1,BioLexa- Cohort 1; BioLexa- Cohort 2; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03381625,Topical Application of BMX-010 in Subjects With Atopic Dermatitis and Plaque Psoriasis,COMPLETED,Phase 2,2018-01-02,2021-07-24,139,"BioMimetix JV, LLC",INDUSTRY,Success,BMX-010,BMX-010; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05250115,A Study to Learn About Abrocitinib in Adult Patients With Moderate to Severe Atopic Dermatitis,TERMINATED,,2022-05-10,2024-07-25,112,Pfizer,INDUSTRY,Failure,,,,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04763512,Clinical Study of Partially Hydrolysed Protein Infant Formula on Trans-epidermal Water Loss (TEWL),COMPLETED,NA,2021-06-06,2024-11-02,200,Société des Produits Nestlé (SPN),INDUSTRY,Success,,,DIETARY_SUPPLEMENT,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT00310492,Efficacy and Safety Trial of ALK-depot SQ Mites in Subjects With Atopic Dermatitis,COMPLETED,Phase 3,2006-04,2009-11,154,ALK-Abelló A/S,INDUSTRY,Success,,,BIOLOGICAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05583019,Atopic Dermatitis With Accelerometry and Polysomnography (ADAP),COMPLETED,,2022-10-27,2023-05-11,88,"SymmetryScience Group, Inc.",INDUSTRY,Success,,,DEVICE,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05602207,Effects of Abrocitinib in Subjects With Atopic Dermatitis With an Unsatisfactory Response After Treatment With Dupilumab,COMPLETED,Phase 4,2022-11-25,2025-01-09,24,Innovaderm Research Inc.,OTHER,Success,Abrocitinib,Abrocitinib,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02300701,Role of Anti-IgE in Severe Childhood Eczema,COMPLETED,Phase 4,2014-12,2018-08,62,Guy's and St Thomas' NHS Foundation Trust,OTHER,Success,Xolair,Xolair; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06614907,A PhaseⅠ Comparative Study to Evaluate the Pharmacokinetics of QL2108 to Dupixent®,COMPLETED,Phase 1,2024-08-31,2024-12-27,198,"Qilu Pharmaceutical Co., Ltd.",INDUSTRY,Success,QL2108 injection,QL2108 injection; Dupixent®,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT00691145,Study to Evaluate the Efficacy and Safety of 0.1% and 0.03% Tacrolimus Ointment Administered in Adults With Moderate to Severe Atopic Dermatitis,COMPLETED,Phase 3,2002-10,2005-02,350,Astellas Pharma Inc,INDUSTRY,Success,tacrolimus ointment,tacrolimus ointment,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02091037,S. Aureus Colonization in Atopic Dermatitis,COMPLETED,,2011-12,2017-01-11,114,Columbia University,OTHER,Success,,,,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06808477,A Study of BBT001 in Healthy Volunteers (HVs) and in Adult Patients With Atopic Dermatitis (AD),RECRUITING,Phase 1,2025-02-27,2027-02-06,198,Bambusa Therapeutics,INDUSTRY,Ongoing,BBT001,BBT001; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03961529,Long-term Trial of OPA-15406 Ointment in Adult and Pediatric Patients With Atopic Dermatitis,COMPLETED,Phase 3,2019-05-14,2020-11-11,366,"Otsuka Pharmaceutical Co., Ltd.",INDUSTRY,Success,0.3% OPA-15406 ointment,0.3% OPA-15406 ointment; 1% OPA-15406 ointment,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07598383,"A Multicenter, Randomized, Double-blind, Vehicle Controlled Phase II Clinical Study to Evaluate the Efficacy and Safety of VC005 Gel in Adult Subjects With Mild to Moderate Atopic Dermatitis",NOT_YET_RECRUITING,Phase 2,2026-05-30,2027-02-22,120,"Jiangsu vcare pharmaceutical technology co., LTD",INDUSTRY,Ongoing,VC005 group,VC005 group; VC005 Placebo group,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03663673,Effect of Different Skin Creams on TEWL,COMPLETED,Phase 1,2018-09-01,2019-07-18,17,Stanford University,OTHER,Success,EpiCeram,EpiCeram; Aveeno Daily Moisturising Sheer Hydration Lotion®,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06946641,"A Phase I Study of QLS12010 Capsules: Safety, Tolerability, PK, PD, and Food Effects in Healthy Adults and Moderate to Severe Atopic Dermatitis Patients",RECRUITING,Phase 1,2025-03-31,2026-04,102,Shanghai Qilu Pharmaceutical Research and Development Center LTD,INDUSTRY,Ongoing,QLS12010,QLS12010; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01005823,"A Safety, Tolerability and Pharmacokinetic Study of LEO 29102 in Subjects With Atopic Dermatitis",COMPLETED,Phase 1,2009-10,2010-05,36,LEO Pharma,INDUSTRY,Success,LEO 29102 cream,LEO 29102 cream; LEO 29102 placebo cream,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03540160,Study of the Long Term Safety of Serlopitant for the Treatment of Pruritus (Itch),TERMINATED,Phase 3,2018-03-15,2020-06-17,558,Vyne Therapeutics Inc.,INDUSTRY,Failure,5 mg Serlopitant Tablets,5 mg Serlopitant Tablets,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06998446,Sodium in the Skin and Atopic Dermatitis,RECRUITING,,2025-05-12,2028-08-30,90,"University of California, San Francisco",OTHER,Ongoing,,,,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01257061,Effectiveness of Clemastine Fumarate + Dexamethasone Compared to Dexchlorpheniramine Maleate in Eczema Treatment,COMPLETED,Phase 3,2012-09-06,2013-08-02,310,EMS,INDUSTRY,Success,Group 1,Group 1; Group 2,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01138761,Health Literacy for Children With Atopic Dermatitis and Their Caregivers,TERMINATED,NA,2010-06,2011-10,33,University of Missouri-Columbia,OTHER,Failure,,,BEHAVIORAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03687359,Observational Evaluation of Atopic Dermatitis in Pediatric Patients,ACTIVE_NOT_RECRUITING,,2019-08-15,2035-07-23,1860,Sanofi,INDUSTRY,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04750161,The Role Of Neutrophil Proteases As Global Regulators Of Il-1 Family Cytokine Activity In Skin Disorders,UNKNOWN,,2021-03-02,2021-06,80,"St. James's Hospital, Ireland",OTHER,Unknown,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07399067,A Proof-of-Concept Study of IBI3002 in Patients With Moderate to Severe Atopic Dermatitis,RECRUITING,Phase 2,2026-02-06,2027-05-27,120,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,Ongoing,IBI3002,IBI3002; Placebo; Dupilumab,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02779426,Texting Atopic Dermatitis Patients to Optimize Learning and EASI Scores,COMPLETED,NA,2016-05,2017-07,84,Columbia University,OTHER,Success,,,BEHAVIORAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04633616,Tailored Patient-Provider Communication (TPPC): Evaluating the Impact of TPPC in Dermatology Patients,COMPLETED,NA,2020-11-16,2022-01-19,134,University of Southern California,OTHER,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02466152,Pharmacokinetic Study of Topical GSK2894512 Cream,COMPLETED,Phase 1,2015-05-28,2015-10-27,11,GlaxoSmithKline,INDUSTRY,Success,GSK2894512 Topical Cream,GSK2894512 Topical Cream,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06882148,Drug Survival of Target Therapies in Atopic Dermatitis,RECRUITING,,2023-10-12,2028-10-30,1167,Fondazione Policlinico Universitario Agostino Gemelli IRCCS,OTHER,Ongoing,"target therapies (biological drug, small molecules)","target therapies (biological drug, small molecules)",DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07560618,Obtaining Descriptive Classifications of Pruritus and Assessing Change in Pruritus Over Time in Atopic Dermatitis Patients Using Topical Roflumilast Cream.,NOT_YET_RECRUITING,Phase 4,2026-04,2027-08,40,Integrative Skin Science and Research,INDUSTRY,Ongoing,Roflumilast Cream 0.15%,Roflumilast Cream 0.15%,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07347743,Preventive Effect of a Dietary Supplement With Two Probiotic Limosilactobacillus Reuteri Strains on Excessive Crying and Colic in Healthy Newborns.,RECRUITING,NA,2026-01-31,2028-12,768,Universitair Ziekenhuis Brussel,OTHER,Ongoing,,,DIETARY_SUPPLEMENT,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06072287,The Living With a Long-Term Condition Study,UNKNOWN,,2023-06-28,2024-01-10,600,King's College London,OTHER,Unknown,,,DIAGNOSTIC_TEST,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT00309621,Safety and Efficacy of a Retinoid for the Treatment of Severe Chronic Hand Dermatitis,COMPLETED,Phase 3,2006-04,2007-05,250,Basilea Pharmaceutica,INDUSTRY,Success,alitretinoin,alitretinoin,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01232543,Safety Study Evaluating the Adrenal Suppression Potential of Product 0405 in Pediatric Subjects With Atopic Dermatitis,COMPLETED,Phase 2,2010-11,2011-11,114,Fougera Pharmaceuticals Inc.,INDUSTRY,Success,Product 0405,Product 0405,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04815148,MH004 Topical Cream in Healthy Adult Volunteers and Participants With Atopic Dermatitis or Rheumatoid Arthritis,UNKNOWN,Phase 1,2021-04-01,2022-03-31,72,Minghui Pharmaceutical Pty Ltd,INDUSTRY,Unknown,MH004 Ia(0.1%),MH004 Ia(0.1%); MH004 Ia(0.3%); MH004 Ia(1%),DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07301658,Efficacy and Safety of Revodiol Calming Cream® in Atopic Dermatitis.,COMPLETED,NA,2023-02-27,2024-08-07,42,i+Med S.Coop.,INDUSTRY,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06773455,Tralokinumab for Dupilumab Failures,TERMINATED,Phase 4,2023-09-11,2026-01-13,7,Psoriasis Treatment Center of Central New Jersey,OTHER,Failure,tralokinumab,tralokinumab,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05194540,Efficacy and Safety of Tralokinumab Administered by an Autoinjector in Adults and Adolescents With Moderate to Severe Atopic Dermatitis (INJECZTRA),COMPLETED,Phase 3,2022-01-13,2023-06-21,136,LEO Pharma,INDUSTRY,Success,Tralokinumab,Tralokinumab,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT00576550,A Randomised Trial of a Moisturising Cream in Preventing Recurrence of Hand Eczema,COMPLETED,Phase 4,2007-10,2008-05,53,ACO Hud Nordic AB,INDUSTRY,Success,Urea,Urea; betamethasone valerate; betamethasone valerate,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03983460,Dupilumab Impact on Skin Resident Memory T Cells,UNKNOWN,NA,2020-03-09,2021-09,20,Association pour la Recherche Clinique et Immunologique,OTHER,Unknown,Dupilumab,Dupilumab; Optimized TCS treatment,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07370909,Evaluation of the Efficacy and Safety of Oral LW402 Tablets for the Treatment of Patients With Moderate-to-Severe Atopic Dermatitis,NOT_YET_RECRUITING,Phase 3,2026-01-30,2028-12-31,480,"Shanghai Longwood Biopharmaceuticals Co., Ltd.",INDUSTRY,Ongoing,LW402,LW402; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04065633,"Study of Commercial and Phase 3 of PF-04965842 Formulations, Estimation of Effect of Food on Commercial Formulation",COMPLETED,Phase 1,2019-07-18,2019-12-14,46,Pfizer,INDUSTRY,Success,P3-Fast,P3-Fast; Comm-Fast; Vari-Fast,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05819463,Treatment and Medical Care of Patients With Moderate-to-severe Atopic Dermatitis - TREATswitzerland,RECRUITING,,2022-06-02,2032-12-31,700,Swiss Society of Dermatology and Venereology,OTHER,Ongoing,,,,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT00676884,A Phase 2a Study to Investigate the Effects of Repeated Administration of AeroDerm in Subjects With Atopic Eczema,COMPLETED,Phase 2,2006-02,2006-08,25,"Aerovance, Inc.",INDUSTRY,Success,"Aeroderm (also known as pitrakinra, AER 001, BAY 16-9996)","Aeroderm (also known as pitrakinra, AER 001, BAY 16-9996); placebo",DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05607901,A Comparative Clinical Trial Evaluating the Effect and Safety of Tacrolimus Versus Hydrocortisone,COMPLETED,Phase 2,2022-10-28,2023-11-20,100,Tanta University,OTHER,Success,Tacrolimus ointment,Tacrolimus ointment; Hydrocortisone 1% cream,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04919265,Mother-Infant Cohort Study in Malaysia and China,RECRUITING,,2022-06-03,2026-12,200,Universiti Putra Malaysia,OTHER,Ongoing,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01899287,A Randomised Clinical Trial on the Effect of Group Education on Patients With Occupational Hand Eczema,COMPLETED,NA,2012-07,2014-01,770,University of Copenhagen,OTHER,Success,,,BEHAVIORAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02379507,"DEC033 Study Product for Mild to Moderate Eczema An Open-label, Adaptive-design Pilot Study",COMPLETED,Phase 1,2014-01,2014-06,20,"Medicus Research, LLC",OTHER,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07146971,Clinical Evaluation of Skin Microbiome an Over-The-Counter (OTC) Drug for Atopic Dermatitis,RECRUITING,Phase 1,2026-08-28,2026-11-25,36,"Good Molecules, LLC",INDUSTRY,Ongoing,OTC Drug for Atopic Dermatitis in Cream form,OTC Drug for Atopic Dermatitis in Cream form,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04826744,Frequency of Palpebral Involvement in Adult With Atopic Dermatitis,RECRUITING,,2021-09-01,2026-06,550,"University Hospital, Lille",OTHER,Ongoing,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04760314,A Study of Lebrikizumab (LY3650150) in Combination With Topical Corticosteroids in Japanese Participants With Moderate-to-Severe Atopic Dermatitis,COMPLETED,Phase 3,2021-03-10,2023-02-01,286,Eli Lilly and Company,INDUSTRY,Success,Lebrikizumab,Lebrikizumab; Placebo; Topical Corticosteroid,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT00407069,Role of Antimicrobial Peptides in Host Defense Against Vaccinia Virus,COMPLETED,,2005-06,2010-02,286,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Success,,,,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07574242,Effect of vitk2 on Atopic Dermatitis Pediatrics Patients,COMPLETED,NA,2024-08-03,2025-05-05,100,October 6 University,OTHER,Success,,,DIETARY_SUPPLEMENT,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01948869,Efficacy/Safety Study to Explore a New Revised Topical Formulation in Atopic Dermatitis,COMPLETED,NA,2013-10,2014-06,35,Bayer,INDUSTRY,Success,,,DEVICE,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01475994,Effect of Pollen Challenges on Dermal Symptoms in Patients With Atopic Dermatitis,COMPLETED,NA,2011-11,2012-04,18,Fraunhofer-Institute of Toxicology and Experimental Medicine,OTHER,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01792713,Sertaconazole 2% Cream to Improve Symptoms Associated With Atopic Dermatitis,COMPLETED,Phase 2,2013-02,2014-02,70,Spirig Pharma Ltd.,INDUSTRY,Success,Sertaconazole 2% cream,Sertaconazole 2% cream; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03798561,Study to Evaluate ASN008 Topical Gel (TG),COMPLETED,Phase 1,2019-01-14,2020-03-20,24,Asana BioSciences,INDUSTRY,Success,ASN008 TG,ASN008 TG; Placebo TG,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07049770,Eczeva Supplementation and Skin Health,COMPLETED,NA,2025-01-01,2025-05-31,50,Zest Healthtech PLT,INDUSTRY,Success,,,DIETARY_SUPPLEMENT,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03260595,A Study of Crisaborole Ointment 2% in Adult Japanese Healthy Subjects and Adult Japanese Subjects With Mild To Moderate Atopic Dermatitis,COMPLETED,Phase 1,2017-09-13,2017-11-27,32,Pfizer,INDUSTRY,Success,Crisaborole ointment 2%,Crisaborole ointment 2%; Vehicle,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07051902,Microbiome and Atopy in Mali,RECRUITING,,2025-09-30,2026-12,288,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Ongoing,,,,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02900131,"Efficacy, Safety and Dose Finding Trial of Topical Jaungo Application in Atopic Dermatitis Patients",COMPLETED,Phase 2,2016-09-19,2017-03-16,34,Kyung Hee University Hospital at Gangdong,OTHER,Success,Jaungo,Jaungo; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07533851,A Food Effect Study of VC005 Tablets in Healthy Adult Subjects.,NOT_YET_RECRUITING,Phase 1,2026-04-30,2026-10-30,30,"Jiangsu vcare pharmaceutical technology co., LTD",INDUSTRY,Ongoing,VC005 Tablets,VC005 Tablets; VC005 Tablets,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05455060,Effects of a Mixed Chinese Herbal Formula on Atopic Dermatitis,UNKNOWN,Phase 3,2022-12-15,2025-07-31,120,Chang Gung Memorial Hospital,OTHER,Unknown,Chinese herbal formula (CHF),Chinese herbal formula (CHF); Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01079897,Efficacy and Safety of an Ectoine-containing Cream in the Treatment of Mild to Moderate Atopic Dermatitis,COMPLETED,NA,2010-03,2010-06,64,Bitop AG,INDUSTRY,Success,,,DEVICE,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT07230860,A Study of JNJ-95597528 in Participants With Moderate to Severe Atopic Dermatitis,RECRUITING,Phase 2,2026-01-20,2028-02-10,180,"Janssen Research & Development, LLC",INDUSTRY,Ongoing,JNJ-95597528,JNJ-95597528; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT00113659,Use of a Probiotic Supplement to Prevent Asthma in Infants,COMPLETED,NA,2005-06,2014-05,203,Montefiore Medical Center,OTHER,Success,,,DIETARY_SUPPLEMENT,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03750643,A Study of LY3454738 in Healthy Participants and Participants With Atopic Dermatitis,COMPLETED,Phase 1,2018-11-29,2021-09-07,128,Eli Lilly and Company,INDUSTRY,Success,LY3454738,LY3454738; LY3454738; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03673059,Clinical Trial to Assess the Effects of Topical Lotions on Changes in the Skin Microbiome and Associations With Itch,COMPLETED,NA,2015-03-27,2016-06-13,91,"Johnson & Johnson Consumer Products Company Division of Johnson & Johnson Consumer Companies, Inc.",INDUSTRY,Success,OTC Eczema Moisturizer Regimen,OTC Eczema Moisturizer Regimen,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT05642208,Dupilumab Step-down Strategy to Maintain Remission in Adult and Adolescents Patients With Atopic Dermatitis,ACTIVE_NOT_RECRUITING,Phase 4,2023-03-08,2026-09-08,256,Nantes University Hospital,OTHER,Success,Dupilumab step-down,Dupilumab step-down,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03936335,An Observational Retrospective Cohort Study Being Conducted in Women With Atopic Dermatitis (AD),RECRUITING,,2019-09-30,2027-01-21,3930,Regeneron Pharmaceuticals,INDUSTRY,Ongoing,dupilumab,dupilumab,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04256174,A Study of AK120 (IL-4Rα) in Healthy Subjects and Subjects With Moderate- to- Severe Atopic Dermatitis,COMPLETED,Phase 1,2020-06-15,2021-10-29,80,Akesobio Australia Pty Ltd,INDUSTRY,Success,AK120 or placebo- Part 1- Cohort 1,AK120 or placebo- Part 1- Cohort 1; AK120 or placebo- Part 1- Cohort 2; AK120 or placebo- Part 1- Cohort 3,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01428297,A Study Evaluating the Safety and Efficacy of Topical BPR277 for the Treatment of Atopic Dermatitis and Netherton Syndrome,COMPLETED,Phase 1,2011-05,2014-02,12,Novartis Pharmaceuticals,INDUSTRY,Success,BPR277 ointment (controlled application),BPR277 ointment (controlled application); Placebo (Vehicle); BPR277 ointment,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04680520,Barrier Enhancement for Eczema Prevention,COMPLETED,NA,2014-11-01,2022-01-01,1394,University of Nottingham,OTHER,Success,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06928246,The Impact of Botox on Neuroimmune Interactions in Atopic Dermatitis,RECRUITING,Phase 1,2025-07-17,2027-01,8,Daniel Kaplan,OTHER,Ongoing,Onabotulinum Toxin Type A - Phase 1b,Onabotulinum Toxin Type A - Phase 1b; Onabotulinum Toxin Type A - Phase 2,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT01286220,Dilute Bleach Baths in Pediatric Patients With Atopic Dermatitis,TERMINATED,NA,2010-12,2017-08,27,University of Texas Southwestern Medical Center,OTHER,Failure,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT04031469,A Non-Interventional Pilot Study to Explore the Role of Gut Flora in Disease,SUSPENDED,,2019-07-11,2030-12-10,1000,ProgenaBiome,OTHER,Failure,,,OTHER,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT03976622,"Analysis of Inflammation in the Vitiligo and Other Inflammatory Skin Diseases: Psoriasis, Atopic Dermatitis and Alopecia Areata",UNKNOWN,,2019-06-03,2023-06-03,450,"University Hospital, Bordeaux",OTHER,Unknown,,,BIOLOGICAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06380647,Comparison of Prophylactic Acyclovir and Placebo in Prevention of Eczema Herpeticum in Pediatric Burns,COMPLETED,NA,2019-10-01,2020-09-30,64,King Edward Medical University,OTHER,Success,Intravenous Acyclovir,Intravenous Acyclovir,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT06997393,Prevention of Hand Eczema Among Workers in the Fishing Industry in Greenland,ACTIVE_NOT_RECRUITING,NA,2025-06-10,2025-12,70,Bispebjerg Hospital,OTHER,Success,,,BEHAVIORAL,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
NCT02395133,A Study to Confirm the Efficacy and Safety of Different Dupilumab Dose Regimens in Adults With Atopic Dermatitis (AD),COMPLETED,Phase 3,2015-03-25,2016-10-18,422,Regeneron Pharmaceuticals,INDUSTRY,Success,Dupilumab,Dupilumab; Placebo,DRUG,atopic dermatitis,2026-05-24T07:54:19.062225+00:00
